,Unnamed: 0,topic,argument,key_point,stance,label
3413,12467,We should ban the use of child actors,children should grow up going to school with their peers and playing with neighborhood friends. child actors are taken out of this environment and made to work in an adult environment.,Child performers are losing their childhood,1,1
1136,5317,We should abolish capital punishment,capital punishment is a needed last threat to keep kids in line how need discipline in their lives.,The death penalty is acceptable in cases of severe crimes,-1,0
9025,14376,We should end affirmative action,"people that have been discriminated against should be helped to escape from those situations and affirmative action helps them to do that, so it should continue.",Affirmative action is necessary to compensate for the past,-1,0
8419,22274,We should subsidize journalism,there are too many news outlets already so we don't need to keep sinking money into journalists,Government intervention has the risk of inserting bias/harming objectivity,-1,0
13428,22678,We should subsidize space exploration,"Space exploration is a field which the private sector is fully capable to fulfill, as Elon Musk shows us.",Space exploration can be carried by the private sector,-1,1
16760,2905,The vow of celibacy should be abandoned,the vow of celibacy should be up to each individual.,Removing celibacy could lead to sexually reckless acts,-1,0
14668,540,Assisted suicide should be a criminal offence,assisting to suicide is still an accessory to murder,People do not have the right to self-harm/harm others,1,0
5930,21640,We should prohibit women in combat,Women should be equally allowed to serve in combat just as men can since they add unique interpersonal skills to the military unit.,Women should be accepted as long as they pass the tests,-1,0
6533,19674,We should legalize sex selection,Sex selection can lead to gender imbalance by distorting the natural male-female sex ratio.,Sex selection is against tradition,-1,0
13737,22987,We should subsidize space exploration,subsidized space exploration is essential as it helps with wider scientific development,Space exploration improves science/technology,1,1
15380,6409,We should abolish intellectual property rights,"intellectual property rights are necessary to protect those who came up with better solutions and products, they are meant to give the clever more money to deal with new ideas","People, or a business, own their innovations and should be able to be compensated for their endeavour",-1,1
14522,394,Assisted suicide should be a criminal offence,assisted suicide should be a criminal offence because what if the person being assisted was in only a bad emotional state which could be cured with professional health.,People who are ill do not have clear judgement and are in need of help,1,1
3741,12795,We should ban the use of child actors,"tv and theatre will always have a need for child actors, as long as it doesn't interfere with their education or place too much demands on them, then it shouldn't be a problem.",Child performers achieve success/confidence,-1,0
