,Unnamed: 0,topic,argument,key_point,stance,label
5157,20867,We should prohibit women in combat,it would be a breach of equality rights to prohibit women from combat activities.,Women should be able to serve in combat if they choose to,-1,0
10300,7163,We should abolish the right to keep and bear arms,it is our right to keep and bear arms according to the constitution and it states that this shall not be infringed upon. if you abolish this right you are going against the constitution of the united states,Gun ownership is necessary for hunting/sports-shooting,-1,0
15969,2114,The vow of celibacy should be abandoned,a vow of celibacy is an individuals right as it affects no one but that person that makes the vow.,Removing celibacy could lead to sexually reckless acts,-1,0
16520,2665,The vow of celibacy should be abandoned,the vow of celibacy is an unnecessary restriction that is putting too much pressure on people to maintain a lifestyle we are not biologically designed to adhere to,Celibacy leads to wrong sexual behaviour,1,0
9722,11552,We should ban private military companies,"private military companies provide valuable security services, and can act as an overflow unit taking pressure from the regular army formations.",Hiring private military companies is financially beneficial,-1,0
11708,17590,We should legalize cannabis,I has been scientifically proven that cannabis is useful in treating pain in MS sufferers. It has also shown great promise in the reduction of seizures in those with sever epilepsy.,Cannabis is financially beneficial,1,0
11837,17719,We should legalize cannabis,law enforcement are unable to effectively prevent the large scale distribution of cannabis and it's using up too many resources so they should just legalize and regulate it instead.,Cannabis is financially beneficial,1,0
4042,4145,We should abandon the use of school uniform,making kids wear uniforms that are all the same is a sign of radicalism.,School uniforms increase conformity or harm individuality,1,0
7927,21782,We should subsidize journalism,"Due to the rise of instant gratification online media and the fall of print media, journalism has been struggling economically a lot more in recent times. Subsidization will pull it out of the slump.",A subsidy is important to make journalism viable,1,1
14564,436,Assisted suicide should be a criminal offence,assisted suicide should not be a crime since the perpetrator was merely obeying the wishes of another.,Assisted suicide gives dignity to the person that wants to commit it,-1,0
